시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,lat,long,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
서울특별시,도봉구,꽃구름어린이집,가정,정상,1409.0,"서울특별시 도봉구 마들로 573 203동 104호(창동, 현대아이2차아파트)",02-995-4050,02-995-4050,3,64,0,4,4,20,6,37.65586588,127.0406965,미운영,http://cafe.daum.net/flower.cloud,2007-10-23,,,
서울특별시,도봉구,해뜰어린이집,가정,정상,1409.0,"서울특별시 도봉구 마들로 573 207동 101호(창동, 현대아이2차아파트)",02-904-5109,0504-344-4579,3,81,0,4,9,20,20,37.65832789,127.0526761,미운영,,2007-10-25,,,
서울특별시,도봉구,럭키어린이집,가정,정상,1306.0,"서울특별시 도봉구 도봉로169길 31 103동 110호(도봉동, 럭키아파트)",02-930-7117,02-930-7117,3,53,0,4,4,19,7,37.67995120049851,127.04423847475,미운영,,2007-10-08,,,
서울특별시,도봉구,보명어린이집,가정,정상,1436.0,"서울특별시 도봉구 도봉로129길 45-12 1동 108호(쌍문동, 경남)",02-6227-5920,--,3,85,0,4,1,20,0,37.6548668,127.0349726,운영,cafe.naver.com/bomy5920,2008-01-21,,,
서울특별시,도봉구,꿈쟁이어린이집,가정,정상,1402.0,"서울특별시 도봉구 해등로 118 5동 101호(창동, 상아1차아파트)",070-8742-8525,--,3,86,0,4,5,19,6,37.65405821,127.0424458,미운영,dusdla0691@nate.com,2008-07-25,,,
서울특별시,도봉구,매일어린이집,가정,정상,1411.0,"서울특별시 도봉구 노해로69길 103 107동 103호(창동, 동아청솔아파트)",02-904-0205,--,3,82,0,4,3,19,4,37.65119011,127.0503428,미운영,,2008-11-11,,,
서울특별시,도봉구,새싹아이어린이집,가정,정상,1411.0,"서울특별시 도봉구 노해로69길 103 112동 101호(창동, 동아청솔아파트)",02-6437-0606,02-6437-0606,3,82,0,4,7,19,13,37.657787,127.04928,미운영,,2009-02-13,,,
서울특별시,도봉구,한나무어린이집,가정,정상,1422.0,"서울특별시 도봉구 노해로66길 21 103동 105호(창동, 삼성래미안아파트)",02-995-2447,--,3,71,0,4,6,17,15,37.64890177,127.0484761,미운영,no042018@naver.com,2020-06-01,,,
서울특별시,도봉구,열림섬마어린이집,가정,정상,1419.0,"서울특별시 도봉구 노해로70길 119 1806동 103호(창동, 주공18단지아파트)",02-6221-9556,02-6221-9556,3,55,0,4,5,15,4,37.6468604,127.0538983,운영,cafe.daum.net/summa.,2009-10-13,,,
서울특별시,도봉구,아리아어린이집,가정,정상,1324.0,"서울특별시 도봉구 마들로 684-19 108동 109호(도봉동, 서원아파트)",02-6221-8842,070-8842-3711,3,49,0,3,6,11,10,37.67138256,127.0472698,미운영,,2009-10-19,,,
서울특별시,도봉구,천사어린이집,가정,정상,1472.0,서울특별시 도봉구 우이천로 200 금용A101-101호,02-908-7004,--,3,83,0,4,1,20,0,37.63777521,127.0357444,미운영,,2009-12-02,,,
서울특별시,도봉구,웃음가득어린이집,가정,정상,1318.0,"서울특별시 도봉구 마들로 859-19 106동 104호(도봉동, 도봉한신아파트)",02-955-1255,02-955-1255,3,57,0,4,6,19,12,37.686043,127.04676,운영,,2020-03-01,,,
서울특별시,도봉구,아름드리어린이집,가정,정상,1361.0,"서울특별시 도봉구 방학로15길 40 101동 102호(방학동, 신동아2단지아파트)",02-6232-1479,02-6227-1479,3,58,0,4,1,20,0,37.658604,127.02405,미운영,,2010-02-23,,,
서울특별시,도봉구,둘리어린이집,민간,정상,1378.0,서울특별시 도봉구 우이천로34길 39 (쌍문동),02-6409-9916,02-999-6409,5,131,0,6,5,30,3,37.65054933,127.0241597,미운영,kmn1951@hanmail.net,2010-03-12,,,
서울특별시,도봉구,도담공동육아어린이집,협동,정상,1360.0,서울특별시 도봉구 해등로34길 77 ,02-905-5698,02-905-5698,4,128,0,0,8,29,15,37.65991585113857,127.023010879607,미운영,http://cafe.daum.net/dobong-i,2010-06-11,,,
서울특별시,도봉구,상상어린이집,민간,정상,1457.0,서울특별시 도봉구 도봉로108길 81 ,02-991-3730,02-3491-4416,7,250,4,14,13,94,37,37.64581186,127.0384406,미운영,,2010-12-04,,,
서울특별시,도봉구,키즈딸기어린이집,민간,정상,1464.0,서울특별시 도봉구 덕릉로59아길 54 1층,02-900-1939,02-900-1939,4,245,0,5,11,49,31,37.64319363394713,127.03949705507785,미운영,,2013-02-26,,,
서울특별시,도봉구,햇살마루어린이집,민간,정상,1393.0,서울특별시 도봉구 도당로2길 23 햇살마루어린이집,02-903-0073,02-903-0043,6,184,2,11,16,65,57,37.65948001601578,127.03637474717787,운영,,2013-06-14,,,
서울특별시,도봉구,방학동행복한어린이집,국공립,정상,1389.0,서울특별시 도봉구 도당로6길 36 ,02-3494-6647,02-3494-6648,4,228,1,8,9,34,15,37.661451197120336,127.03691064583668,미운영,http://cafe.daum.net/happychildren5,2014-02-10,,,
서울특별시,도봉구,쌍문3동빛초롱어린이집,국공립,정상,1442.0,서울특별시 도봉구 노해로48길 67-6 ,02-996-8501,02-997-8502,2,185,0,5,6,20,10,37.650658813814566,127.03218675545637,미운영,,2014-05-01,,,
서울특별시,도봉구,창5동가인어린이집,국공립,정상,1403.0,서울특별시 도봉구 노해로63길 43 1층,02-996-7787,02-996-7786,5,229,1,15,15,73,71,37.65270926202083,127.04394127346076,미운영,,2014-05-30,,,
서울특별시,도봉구,창4동한내어린이집,국공립,정상,1409.0,서울특별시 도봉구 마들로13길 252 ,02-990-7044,02-991-7044,5,213,1,12,13,79,53,37.66149881124677,127.04508432867836,미운영,,2015-03-01,,,
서울특별시,도봉구,쌍문2동소라어린이집,국공립,정상,1392.0,서울특별시 도봉구 도봉로 603-1 창동중앙교회 1층,02-904-6100,02-904-6300,5,261,1,8,14,52,38,37.65874718948224,127.0401641439428,미운영,cafe.daum.net/sorachildcare,2016-03-01,,,
서울특별시,도봉구,서울북부지방법원어린이집,직장,정상,1322.0,서울특별시 도봉구 마들로 749 서울북부지방법원,02-910-3950,02-955-3377,5,203,1,16,11,70,25,37.67712,127.0469489,미운영,,2016-03-24,,,
서울특별시,도봉구,반딧불어린이집,국공립,정상,1465.0,"서울특별시 도봉구 덕릉로63가길 43 (창동, 대우아파트 내)",02-992-5959,02-900-5960,3,240,0,8,10,39,19,37.64176042756352,127.03622900759764,미운영,,2017-03-01,,,
서울특별시,도봉구,한그루어린이집,국공립,정상,1431.0,서울특별시 도봉구 도봉로131길 86 ,02-907-2720,02-907-2721,5,180,1,15,17,67,58,37.6565208,127.0335558,미운영,,2017-09-01,,,
서울특별시,도봉구,쌍문4동아이천국어린이집,국공립,정상,1430.0,"서울특별시 도봉구 해등로 229 3동 109호(쌍문동, 한양아파트)",02-900-4245,02-900-4245,3,85,0,4,6,20,11,37.657625456,127.0312740703,미운영,,2018-03-01,,,
서울특별시,도봉구,쌍문4동리틀모아어린이집,국공립,정상,1387.0,서울특별시 도봉구 해등로 242-12 103동 102호(쌍문동),02-991-6174,--,3,85,0,4,5,19,6,37.6586671351,127.0307259907,미운영,,2018-03-01,,,
서울특별시,도봉구,쌍문4동파란꿈나라어린이집,국공립,정상,1388.0,"서울특별시 도봉구 해등로 242-11 101동 103호(쌍문동,성원아파트)",02-6225-6919,--,4,85,0,4,8,20,20,37.6589666131,127.0293434844,미운영,,2018-03-01,,,
서울특별시,도봉구,창1동뽀뽀뽀24시어린이집,국공립,정상,1421.0,"서울특별시 도봉구 해등로 50 323동 104호 (창동, 주공3단지아파트)",02-998-6033,--,3,85,0,4,7,18,18,37.6499993424,127.0433005707,미운영,,2018-03-01,,,
서울특별시,도봉구,창1동즐거운어린이집,국공립,정상,1423.0,"서울특별시 도봉구 덕릉로 371 (창동,대우그린아파트)",02-998-2689,--,3,85,0,4,8,20,20,37.6461118052,127.0496391845,미운영,,2018-03-01,,,
서울특별시,도봉구,창4동별초롱어린이집,국공립,정상,1416.0,서울특별시 도봉구 노해로70길 12 6동 106호(창동),02-6316-5050,--,4,109,0,7,10,18,18,37.6507501156,127.0495244211,미운영,,2018-03-01,,,
서울특별시,도봉구,창4동예나동산어린이집,국공립,정상,1411.0,"서울특별시 도봉구 노해로69길 103 109동101호(창동,동아청솔아파트)",02-6231-2555,02-6231-2555,3,84,0,4,7,18,18,37.6577850908,127.0492752377,미운영,,2018-03-01,,,
서울특별시,도봉구,방학3동꿈송이어린이집,국공립,정상,1359.0,"서울특별시 도봉구 방학로 200 115동110호(방학동,신동아아파트)",02-955-1209,02-3493-1123,3,85,0,4,7,20,14,37.6628263698,127.0295354084,미운영,,2018-03-01,,,
서울특별시,도봉구,은행나무어린이집,국공립,정상,1383.0,서울특별시 도봉구 방학로 187 관리동 1층,02-956-9568,02-956-9568,3,61,1,5,7,23,11,37.66089852187132,127.03202230935467,미운영,,2019-03-01,,,
서울특별시,도봉구,학마을어린이집,국공립,정상,1342.0,서울특별시 도봉구 도봉로145길 95 ,02-954-3700,02-954-7201,8,355,1,16,18,99,77,37.665235177208736,127.03735681170188,미운영,,2019-03-01,,,
서울특별시,도봉구,다울어린이집,국공립,정상,1330.0,서울특별시 도봉구 마들로 672-26 ,02-3493-9674,02-3493-9676,6,218,3,16,11,62,42,37.67319635003093,127.04710906954476,미운영,https://cafe.daum.net/dawool9674,2019-03-01,,,
서울특별시,도봉구,산들어린이집,국공립,정상,1474.0,서울특별시 도봉구 덕릉로62길 30 ,02-903-2978,02-900-2977,4,148,1,16,10,42,29,37.64004230293288,127.04153635104042,미운영,http://blog.naver.com/sdsd2978,2019-03-01,,,
서울특별시,도봉구,새나어린이집,국공립,정상,1456.0,서울특별시 도봉구 도봉로110바길 38 ,02-906-3334,02-906-3335,4,177,0,13,10,33,28,37.64805458051474,127.03733828994602,미운영,http://cafe.daum.net/saenakids ,2019-03-01,,,
서울특별시,도봉구,방학3동맑은샘어린이집,국공립,정상,1364.0,서울특별시 도봉구 해등로 312-10 ,02-955-5528,--,5,132,0,6,12,47,45,37.6576765160441,127.02152530376515,미운영,,2019-03-01,,,
서울특별시,도봉구,방학1동고은뜰어린이집,국공립,정상,1337.0,서울특별시 도봉구 마들로 616 203동 102호,02-954-3138,--,3,84,0,5,8,19,19,37.66510712321263,127.04877571629804,미운영,,2019-03-01,,,
서울특별시,도봉구,방학1동행복한천사어린이집,국공립,정상,1339.0,서울특별시 도봉구 도당로 116 101동 102호,02-955-1951,--,4,134,0,5,8,20,14,37.66627051938155,127.0397601685184,미운영,,2019-03-01,,,
서울특별시,도봉구,방학3동해니크레오어린이집,국공립,정상,1359.0,서울특별시 도봉구 시루봉로 166 102동 104호,02-3493-1192,--,3,56,0,4,7,20,11,37.6644054,127.0302278,미운영,,2019-03-01,,,
서울특별시,도봉구,창3동신도아이숲어린이집,국공립,정상,1481.0,서울특별시 도봉구 우이천로4라길 11-14 102동 107호,02-998-9598,--,3,68,0,4,10,18,18,37.6333523,127.0424529,미운영,,2019-03-01,,,
서울특별시,도봉구,창5동아이조아어린이집,국공립,정상,1402.0,서울특별시 도봉구 해등로 118 2동 110호,02-906-1732,--,3,49,0,4,8,18,15,37.6540362,127.042448,미운영,,2019-03-01,,,
서울특별시,도봉구,도봉2동다솜어린이집,국공립,정상,1318.0,서울특별시 도봉구 마들로 859-19 124동 101호,02-955-0207,--,4,56,0,4,10,20,20,37.68667967260148,127.0466584379822,미운영,,2019-03-01,,,
서울특별시,도봉구,도봉2동리틀포도나무어린이집,국공립,정상,1318.0,서울특별시 도봉구 마들로 835 202동 102호,02-955-0040,02-955-0040,3,48,0,4,9,18,18,37.68443666040877,127.05107559140144,미운영,,2019-03-01,,,
서울특별시,도봉구,무지개어린이집,국공립,정상,1480.0,서울특별시 도봉구 덕릉로60길 121-20 ,02-999-8096,--,5,115,0,6,9,43,33,37.6349234,127.0428644,미운영,https://WWW.kisnote.com,2020-03-01,,,
서울특별시,도봉구,서울도봉경찰서어린이집,직장,정상,1415.0,서울특별시 도봉구 노해로 403 서울도봉경찰서어린이집,02-906-8190,02-906-8192,6,462,1,35,22,100,68,37.65338139600192,127.05273430906745,미운영,https://hansol-sdbpolice.kidsnote.ac,2020-08-31,,,
서울특별시,도봉구,늘봄어린이집,국공립,정상,1367.0,서울특별시 도봉구 우이천로 487-1 ,02-996-5311,--,6,238,2,19,10,47,35,37.65657040319446,127.01532176586804,미운영,,2021-03-01,,,
서울특별시,도봉구,느티나무어린이집,국공립,정상,1355.0,서울특별시 도봉구 도당로13바길 19 ,02-3493-0228,02-3493-2228,5,276,2,8,13,49,31,37.66753799001463,127.03471423248702,미운영,http://cafe.daum.net/tree2021,2021-03-01,,,
서울특별시,도봉구,온유한어린이집,국공립,정상,1475.0,서울특별시 도봉구 덕릉로60자길 22 ,02-906-1842,--,5,246,1,10,6,34,14,37.63806348603211,127.04161880708972,미운영,,2021-03-01,,,
서울특별시,도봉구,도봉숲어린이집,국공립,정상,1330.0,서울특별시 도봉구 마들로 684-10 ,02-956-7474,02-956-7463,8,368,1,18,19,79,64,37.6709834,127.0469855,미운영,http://naver.com/,2021-03-01,,,
서울특별시,도봉구,봄날어린이집,국공립,정상,1467.0,서울특별시 도봉구 덕릉로53길 55 ,02-999-8312,02-904-8312,4,133,0,7,11,33,17,37.63947234512984,127.03483996305602,미운영,,2022-12-01,,,
서울특별시,노원구,노원어린이집,국공립,정상,1610.0,서울특별시 노원구 동일로239다길 23 (상계동),02-936-0649,02-935-3884,11,605,1,32,21,173,93,37.67624237,127.0511424,운영,,1981-11-04,,,
서울특별시,노원구,은나래어린이집,국공립,정상,1621.0,서울특별시 노원구 동일로250길 17 관리사무소 내 1층 은나래어린이집,02-935-9166,02-932-9166,5,200,3,8,10,42,28,37.682465,127.05677,미운영,http://children.seoul.go.kr/infomap1/main/index.html?CAREID=421,1990-11-01,,,
서울특별시,노원구,하계어린이집,국공립,정상,1808.0,서울특별시 노원구 공릉로58마길 1 (하계동),02-948-0311,02-976-8948,15,844,2,23,17,255,49,37.636977,127.0765289,운영,,1993-07-01,,,
서울특별시,노원구,상계4동어린이집,국공립,정상,1643.0,서울특별시 노원구 덕릉로130길 6 (상계동),02-936-6545,02-938-8481,8,301,1,12,19,120,79,37.6719467,127.0832077,미운영,,1983-12-12,,,
서울특별시,노원구,중계어린이집,국공립,정상,1736.0,서울특별시 노원구 중계로 167 (중계동),02-930-0040,02-937-0213,12,414,3,16,26,121,57,37.65003859,127.0807132,미운영,,1983-03-18,,,
서울특별시,노원구,신나는어린이집,국공립,정상,1905.0,서울특별시 노원구 월계로 372 (월계동 사슴아파트 1단지),02-975-7888,02-976-7886,4,134,0,8,8,30,16,37.63034624886241,127.06051782639784,미운영,,1995-08-08,,,
서울특별시,노원구,한내어린이집,국공립,정상,1863.0,서울특별시 노원구 공릉로55길 88 (하계동),02-948-0125,--,5,229,1,16,19,79,72,37.63202763,127.0679356,미운영,,1992-03-06,,,
서울특별시,노원구,노원구청직장어린이집,직장,정상,1689.0,서울특별시 노원구 노해로 437 (상계동 노원구청직장어린이집),02-3392-1912,02-6959-2200,4,159,1,6,12,49,31,37.65418609827155,127.0563967127534,미운영,,1997-09-01,,,
서울특별시,노원구,평화어린이집,국공립,정상,1786.0,"서울특별시 노원구 노원로 331 (중계동, 평화어린이집)",02-948-0993,02-948-0993,5,250,7,11,10,36,23,37.64652062,127.0688355,미운영,,1992-03-02,,,
서울특별시,노원구,늘푸른어린이집,국공립,정상,1678.0,서울특별시 노원구 노원로34길 9 늘푸른어린이집 (상계동),02-936-0050,02-935-4258,7,298,1,24,8,42,20,37.65945022,127.0648274,미운영,,1983-03-01,,,
서울특별시,노원구,아가랑어린이집,국공립,정상,1868.0,서울특별시 노원구 초안산로5길 28 (월계동),02-907-1029,02-907-6882,5,176,2,11,12,49,34,37.63249261,127.050762,미운영,,1997-02-19,,,
서울특별시,노원구,월계2동어린이집,국공립,정상,1883.0,"서울특별시 노원구 월계로45길 21 (월계동, 롯데캐슬루나아파트 내)",02-992-6087,02-904-8789,5,226,1,7,15,96,54,37.62637318999752,127.0503051734176,미운영,,1984-11-13,,,
서울특별시,노원구,상계2동어린이집,국공립,정상,1693.0,서울특별시 노원구 상계로3길 38-17 ,02-939-3696,02-939-3695,6,248,1,16,18,96,77,37.65846326,127.0633098,미운영,cafe.daum.net/sg2dch,1998-08-01,,,
서울특별시,노원구,월계1동어린이집,국공립,정상,1896.0,서울특별시 노원구 석계로 69 (월계동),02-913-8045,02-919-8045,7,296,2,16,19,93,80,37.62089128,127.0624152,미운영,sm-kwon2@hanmail.net,1992-01-23,,,
서울특별시,노원구,월계3동어린이집,국공립,정상,1913.0,"서울특별시 노원구 마들로 31 3동(월계동, 한진한화그랑빌)",02-973-8181,02-948-6605,6,448,1,22,22,96,83,37.618725,127.067085,미운영,cafe.daum.net/woorizipdooi,1982-08-18,,,
서울특별시,노원구,중계4동어린이집,국공립,정상,1701.0,"서울특별시 노원구 덕릉로79길 23 105동(중계동, 염광아파트)",02-3391-3303,02-3391-3395,4,192,1,5,12,59,52,37.65638038,127.0730417,미운영,http://cafe.naver.com/33913303,1997-06-01,,,
서울특별시,노원구,초록어린이집,국공립,정상,1772.0,"서울특별시 노원구 덕릉로70가길 92 (상계동, 초록어린이집)",02-951-6118,02-951-6118,3,155,1,4,19,30,24,37.64235396,127.0566624,운영,,1999-07-14,,,
서울특별시,노원구,꿈빛어린이집,국공립,정상,1881.0,"서울특별시 노원구 초안산로1길 51 (월계2동, 꿈빛어린이집)",02-996-9375,02-6228-9375,5,190,2,9,19,84,48,37.6281862,127.0527325,미운영,,1993-04-01,,,
서울특별시,노원구,마들어린이집,국공립,정상,1759.0,서울특별시 노원구 동일로210길 22 (동일로 210길 22) (중계동),02-978-8389,02-978-8386,3,102,2,5,8,20,17,37.6475935661063,127.06552481697014,미운영,http://cafe.daum.net/madeul8389,1992-06-29,,,
서울특별시,노원구,북부어린이집,사회복지법인,정상,1604.0,서울특별시 노원구 동일로245길 56 (상계동),02-935-5664,02-938-8223,5,417,1,31,17,128,75,37.67970639030733,127.0524094511817,미운영,,1983-12-01,,,
서울특별시,노원구,보람어린이집,국공립,정상,1748.0,"서울특별시 노원구 노원로16길 15 (하계1동, 보람어린이집)",02-948-8715,--,5,184,5,9,7,39,13,37.64300605,127.0742606,미운영,koo9488715@gmail.net,1993-03-10,,,
서울특별시,노원구,한국원자력의학원어린이집,직장,정상,1812.0,서울특별시 노원구 노원로 75 한국원자력의학원어린이집 (공릉동),02-970-2137,02-970-2434,6,228,2,19,17,86,43,37.62945513,127.0826446,미운영,,1996-11-04,,,
서울특별시,노원구,공릉어린이집,국공립,정상,1841.0,서울특별시 노원구 동일로192나길 8 (동일로 192 나길 8) (공릉동),02-977-0488,02-949-2178,6,232,1,6,18,79,61,37.62717883808762,127.07542166978506,미운영,,1987-05-22,,,
서울특별시,노원구,상계어린이집,국공립,정상,1638.0,서울특별시 노원구 덕릉로115나길 25 (상계동),02-936-5010,02-936-5048,5,153,1,12,9,44,21,37.66786769,127.0783442,미운영,,1994-04-18,,,
서울특별시,노원구,미광어린이집,민간,정상,1820.0,서울특별시 노원구 공릉로34길 62 태강아파트 관리사무소2층,02-948-3353,02-948-3354,6,297,4,16,17,112,52,37.62349,127.08231,미운영,http://cafe.naver.com/mkariz,2000-09-16,,,
서울특별시,노원구,푸르니어린이집,민간,정상,1854.0,"서울특별시 노원구 섬밭로 123 (공릉1동, 라이프아파트3단지 관리사무소 1층)",02-975-9010,02-975-9010,4,98,1,5,5,37,4,37.62728847,127.0685397,미운영,,2005-09-29,,,
서울특별시,노원구,교육촌어린이집,민간,정상,1888.0,서울특별시 노원구 월계로44길 61 (월계동),02-911-8617,02-919-8618,7,212,1,15,15,80,48,37.62222213,127.0535015,운영,,1998-09-12,,,
서울특별시,노원구,엘림어린이집,민간,정상,1838.0,서울특별시 노원구 동일로198길 9 (공릉동),02-977-9624,02-978-9624,5,170,1,9,16,77,62,37.62925352,127.0720725,운영,,1999-04-02,,,
서울특별시,노원구,푸른숲어린이집,민간,정상,1828.0,서울특별시 노원구 노원로1길 85-10 ,02-949-0570,02-949-0571,6,155,1,10,14,46,44,37.62020554,127.0826994,운영,www.prslove.com,1998-06-08,,,
서울특별시,노원구,풍림꿈모리어린이집,민간,정상,1850.0,서울특별시 노원구 섬밭로 139 풍림아파트 단지내 어린이집 (공릉동),02-973-5452,02-0-0,4,192,3,6,9,42,23,37.62789435070443,127.0669389900609,미운영,,2001-12-14,,,
서울특별시,노원구,예뜨랑어린이집,민간,정상,1857.0,서울특별시 노원구 동일로179길 16 (공릉동),02-948-3434,02-948-8434,8,549,1,13,12,62,44,37.6228624,127.0724045,운영,www.ytrua.com,2004-03-23,,,
서울특별시,노원구,희망나래어린이집,민간,정상,1843.0,서울특별시 노원구 동일로186길 53-26 ,02-978-1007,02-976-9950,6,150,1,7,15,74,59,37.62598238,127.0756964,운영,,1996-12-27,,,
서울특별시,노원구,청구어린이집,민간,정상,139734.0,서울특별시 노원구 동일로207길 186 (하계2동 학여울청구아파트 117동앞),02-948-2336,02-977-2961,5,250,1,8,12,59,29,37.63630674,127.0613571,운영,,2001-03-19,,,
서울특별시,노원구,서머힐어린이집,국공립,정상,1685.0,서울특별시 노원구 상계로17길 42 (상계동),02-952-4477,02-952-3700,5,124,1,18,8,49,20,37.65970675,127.0670705,미운영,,1997-03-14,,,
서울특별시,노원구,상계삼성어린이집,민간,정상,1679.0,서울특별시 노원구 노원로34길 54 (상계동),02-933-5147,02-952-5266,5,338,1,26,22,138,70,37.66128139,127.0658868,미운영,,1994-05-20,,,
서울특별시,노원구,샬롬어린이집,민간,정상,1706.0,서울특별시 노원구 덕릉로73길 28 (중계1동 양지대림아파트  2단지 관리동내),02-3391-9532,02-3391-9533,4,149,1,8,9,43,26,37.65110244,127.0704453,운영,,1999-04-01,,,
서울특별시,노원구,홍익어린이집,민간,정상,1709.0,서울특별시 노원구 덕릉로71길 30 (중계1동 양지대림아파트단지내),02-930-1004,--,4,97,1,5,9,31,11,37.65110244,127.0704453,운영,,1999-04-23,,,
서울특별시,노원구,서울영신어린이집,민간,정상,1834.0,서울특별시 노원구 공릉로 187 (공릉동),02-974-6412,--,4,120,0,5,7,26,14,37.62642776,127.0788414,운영,,2004-08-10,,,
서울특별시,노원구,중계1동어린이집,국공립,정상,1708.0,서울특별시 노원구 덕릉로 593 (중계동),02-3391-9413,02-3392-5671,7,241,1,16,21,116,77,37.6511097454,127.0719979563,미운영,cafe.daum.net/chunggai1,1997-08-21,,,
서울특별시,노원구,동광어린이집,민간,정상,1707.0,서울특별시 노원구 덕릉로 623-1 ,02-935-8268,02-3392-2752,4,97,0,6,10,36,17,37.65302826,127.0733486,운영,,2001-01-02,,,
서울특별시,노원구,순복음어린이집,민간,정상,1696.0,서울특별시 노원구 노원로 440 순복음노원교회  본관 (상계동),02-3391-6112,02-3391-3965,10,413,2,12,23,156,102,37.65586845,127.0676501,운영,,2001-02-27,,,
서울특별시,노원구,청은어린이집,민간,정상,1745.0,서울특별시 노원구 한글비석로 203 (중계동),02-931-8268,02-931-8260,4,212,3,6,9,78,33,37.64571349,127.0761953,운영,,2002-08-30,,,
서울특별시,노원구,성광어린이집,민간,정상,1697.0,서울특별시 노원구 상계로18길 32 (상계동),02-936-9506,--,4,131,1,4,13,62,34,37.65686666,127.0698023,운영,club.cyworld.com/skchildrenlove,2001-12-14,,,
서울특별시,노원구,프뢰벨슐레어린이집,민간,정상,1626.0,서울특별시 노원구 동일로242다길 11 (상계동),02-932-6966,02-932-6933,5,175,1,7,11,52,27,37.67585872,127.0568948,운영,https://blog.naver.com/mskim4020,1996-06-07,,,
서울특별시,노원구,새봄어린이집,민간,정상,1653.0,서울특별시 노원구 한글비석로46길 69 새봄어린이집 (상계동),02-937-9481,02-937-9480,4,170,1,6,7,46,13,37.66654444,127.0694389,미운영,,2003-04-14,,,
서울특별시,노원구,향기어린이집,민간,정상,1665.0,서울특별시 노원구 한글비석로44길 42 (상계동),02-951-6246,02-934-3557,5,222,0,6,8,61,23,37.66437136,127.070493,운영,www.flower.ukid.kr,1995-08-04,,,
서울특별시,노원구,아트성광어린이집,민간,정상,1682.0,서울특별시 노원구 한글비석로27길 29 (상계동),02-936-1521,02-936-7874,6,210,1,7,8,73,27,37.66017719,127.0697066,미운영,,2002-01-04,,,
서울특별시,노원구,한국성서대학교어린이집,민간,정상,1757.0,서울특별시 노원구 동일로214길 32 한국성서대학교어린이집,02-950-5498,02-950-5469,7,458,1,17,33,163,110,37.64871043,127.0642051,미운영,www.bible.ac.kr,2000-09-01,,,
서울특별시,노원구,대림어린이집,민간,정상,1661.0,서울특별시 노원구 상계로 193-14 (상계대림아파트 관리동 1층),02-932-6363,02-932-6363,3,167,1,4,9,39,28,37.66288288,127.0743901,운영,,2001-01-21,,,
서울특별시,노원구,온누리어린이집,민간,정상,1619.0,서울특별시 노원구 동일로227길 47 (상계동),02-937-2080,02-937-2080,2,153,0,5,9,38,26,37.66688636105062,127.05438165945554,미운영,,2002-02-21,,,
서울특별시,노원구,소명어린이집,민간,정상,1649.0,서울특별시 노원구 덕릉로94길 21 (상계3.4동 불암대림아파트 단지내),02-934-7077,02-934-7078,6,182,3,7,3,59,0,37.66319356,127.0770124,운영,smkid.cyworld.com,2000-04-17,,,
서울특별시,노원구,우정어린이집,가정,정상,1755.0,"서울특별시 노원구 동일로214길 21 406동 101호(상계동, 주공아파트)",02-952-9395,02-952-9395,2,55,0,3,5,13,13,37.63849577,127.058583,미운영,,1996-01-04,,,
서울특별시,노원구,다정어린이집,민간,정상,1659.0,서울특별시 노원구 한글비석로24바길 54 (상계동),02-932-5252,--,5,166,1,6,5,86,9,37.66530039,127.0716454,운영,,1997-06-05,,,
서울특별시,노원구,나래어린이집,가정,정상,1690.0,서울특별시 노원구 동일로 1456 707동 106호,02-952-3607,02-952-3607,3,84,0,4,6,20,8,37.65808511679004,127.060857655713,미운영,,1997-07-15,,,
서울특별시,노원구,희망누리어린이집,가정,정상,1896.0,"서울특별시 노원구 석계로13길 6-9 101동 101호(월계동, 장은아파트)",02-942-6033,02-942-6033,4,121,0,4,8,20,19,37.6206190755,127.061620007,미운영,,2002-05-25,,,
서울특별시,노원구,아기사랑어린이집,국공립,정상,1669.0,"서울특별시 노원구 동일로228길 23 1412동 105호(상계동, 상계주공14차)",02-932-0339,050-4152-1339,3,62,0,5,8,20,17,37.668974445842416,127.0589396727679,미운영,http//iseoul.seoul.go.kr,2015-10-01,,,
서울특별시,노원구,공릉2동어린이집,국공립,정상,1818.0,서울특별시 노원구 공릉로34길 73 (공릉2동 77번지),02-973-3053,02-973-6633,17,1312,2,54,39,240,235,37.62458466,127.0823635,미운영,,1999-03-09,,,
서울특별시,노원구,아장아장어린이집,가정,정상,1901.0,"서울특별시 노원구 석계로 49 106동 101호(월계동, 현대아파트)",02-912-9710,--,3,99,0,4,7,20,14,37.61849455,127.0626447,미운영,,2004-09-06,,,
서울특별시,노원구,SK꼬마숲어린이집,가정,정상,1889.0,"서울특별시 노원구 월계로42길 97 103동 102호(월계동,꿈의숲sk뷰)",02-917-6725,--,4,84,0,4,5,20,5,37.62102644194348,127.0540197463399,미운영,,2006-11-21,,,
서울특별시,노원구,미성어린이집,가정,정상,1909.0,"서울특별시 노원구 마들로 111 15동 102호(월계동, 미성)",02-948-5391,070-7536-5391,3,51,0,4,3,13,3,37.623837,127.06477,미운영,,2005-04-29,,,
